"","segment","trait","BM_loglik","BM_aicc","BM_z0","OU_loglik","OU_aicc","OU_z0"
"16","segment_11196_11705_116_166","Longest ORF (Alan)",-48.6460052162327,101.625343765799,2.52384580362237,-46.0470793810339,98.7798730477821,4.87398110326961
"17","segment_11196_11705_224_274","GC Content",123.397206413389,-242.461079493444,0.374874296762264,123.397291514718,-240.108868743723,0.374874296973731
"18","segment_11196_11705_224_274","Longest ORF",165.586715685558,-326.840098037782,0.31235670444064,167.005331685928,-327.324949086142,0.320305539437573
"19","segment_11196_11705_224_274","Percent of A",137.636414578639,-270.939495823945,0.347125512114272,137.639878739313,-268.594043192912,0.347125510749116
"20","segment_11196_11705_224_274","Longest ORF (Alan)",-65.9307725780016,136.194878489337,10.07645564227,-62.8079238092908,132.301561904296,6.64286031537492
"21","segment_11935_12275","GC Content",114.530677595452,-224.708414014433,0.47292170640237,114.601430675275,-222.475588623277,0.472921682335679
"22","segment_11935_12275","Longest ORF",70.0723118233815,-135.791682470292,0.230148240982823,75.070162581222,-143.413052435171,0.254092434153142
"23","segment_11935_12275","Percent of A",138.689271480296,-273.025601784122,0.262195355940319,138.734149555685,-270.741026384097,0.262104482718645
"24","segment_11935_12275","Longest ORF (Alan)",-127.261739792949,258.876420762369,46.6048480344189,-126.141286299389,259.009845326051,47.3313469078756
"25","segment_11935_12275_204_254","GC Content",121.824110998147,-239.295280819823,0.421446641188664,121.824779394268,-236.922286061263,0.42144664011587
"26","segment_11935_12275_204_254","Longest ORF",206.445647236047,-408.538353295623,0.318911419301254,206.445824326236,-406.1643759252,0.318911419344128
"27","segment_11935_12275_204_254","Percent of A",131.152320623128,-257.951700069785,0.19856812294268,131.566040224505,-256.404807721737,0.199055315437423
"28","segment_11935_12275_204_254","Longest ORF (Alan)",-38.376036830871,81.1050148382126,2.91584708197621,-38.3725254618829,83.4723236510384,2.91584756187748
"29","segment_320_722","GC Content",113.193080247265,-222.043303351673,0.5285074245417,113.194668151107,-219.683453949272,0.528507427524392
"30","segment_320_722","Longest ORF",75.8631146602943,-147.383372177732,0.215218531786155,78.6064598151061,-150.507037277271,0.234033810203621
"31","segment_320_722","Percent of A",133.295252674664,-262.247648206471,0.225985139057888,133.345577836741,-259.98527332054,0.225985140755096
"32","segment_320_722","Longest ORF (Alan)",-154.107988368349,312.558833879556,34.4772506536898,-152.759761530513,312.225405413967,43.5554096233658
"33","segment_7916_8695","GC Content",124.062479373747,-243.80063442317,0.424032104406909,124.083316749175,-241.499966831682,0.424030938585637
"34","segment_7916_8695","Longest ORF",78.1934234886513,-152.062522652978,0.128743001179131,97.8511751277528,-189.035683588839,0.125421292529322
"35","segment_7916_8695","Percent of A",136.797940978078,-269.271557631832,0.269850600350073,136.854430060183,-267.0421934537,0.271426581782704
"36","segment_7916_8695","Longest ORF (Alan)",-167.632921069933,339.590166464191,55.0247136965436,-160.144132402962,326.954931472591,63.8430295256694
"37","segment_7916_8695_389_439","GC Content",112.682714118703,-221.041103913083,0.311361938843217,112.687824008216,-218.708981349765,0.311361941416325
"38","segment_7916_8695_389_439","Longest ORF",247.598207421014,-490.872090517704,0.320385019106151,247.629744117899,-488.592821569132,0.320385018765754
"39","segment_7916_8695_389_439","Percent of A",126.722817746492,-249.12131116866,0.346502531551431,126.746185741011,-246.825704815355,0.346502511891028
"40","segment_7916_8695_389_439","Longest ORF (Alan)",-52.3125246597546,108.949373643834,7.70368945657569,-52.254061329724,111.174789326115,7.7036861222707
"41","segment_7916_8695_466_516","GC Content",74.3739260724422,-144.42352782056,0.403706413071114,99.9016532616733,-193.13663985668,0.38773714933557
"42","segment_7916_8695_466_516","Longest ORF",86.322531377151,-168.320738429978,0.29778941032677,104.658482234642,-202.650297802618,0.291511378872767
"43","segment_7916_8695_466_516","Percent of A",45.6937007291267,-87.0630771339291,0.204030588860165,108.684226878166,-210.701787089665,0.212832647843151
"44","segment_7916_8695_466_516","Longest ORF (Alan)",-57.4684068138646,119.261137952054,6.27818106526619,-56.0901185710008,118.846903808668,5.47532267878127
"45","segment_7916_8695_585_635","GC Content",88.3878022184658,-172.451280112607,0.376330135666657,111.463633965794,-216.260601264921,0.370611155048094
"46","segment_7916_8695_585_635","Longest ORF",96.6175428097898,-188.910761295255,0.32000482498367,201.540027231029,-396.413387795391,0.319944903257556
"47","segment_7916_8695_585_635","Percent of A",103.138051285172,-201.951778246019,0.276647599559816,118.319541560029,-229.972416453391,0.267803817107445
"48","segment_7916_8695_585_635","Longest ORF (Alan)",-48.8188741922957,101.962072708916,8.73499848352919,-44.6671838447351,96.0010343561368,8.053719476678
"49","segment_7916_8695_647_697","GC Content",137.640802585462,-270.9572808466,0.285715833842592,137.641968793247,-268.617270919827,0.285715834148458
"50","segment_7916_8695_647_697","Longest ORF",144.260817388073,-284.197310451822,0.308823158616142,147.411098344493,-288.15553002232,0.315032764078221
"51","segment_7916_8695_647_697","Percent of A",153.510808728531,-302.697293132737,0.307259708601473,153.648075560075,-300.629484453484,0.307259711344426
"52","segment_7916_8695_647_697","Longest ORF (Alan)",-53.9791374864043,112.282599297133,11.4942876563682,-53.9612922640372,114.589251194741,11.4942846793526
"53","segment_8305_8605","GC Content",128.159698336805,-251.995072349285,0.411971536445246,128.356762410753,-250.046858154839,0.411971721521125
"54","segment_8305_8605","Longest ORF",89.8816472443207,-175.438970164317,0.171188339946266,89.8848242108438,-173.102981755021,0.171188340522009
"55","segment_8305_8605","Percent of A",139.232218502459,-274.140112680594,0.248944136593903,139.308939685714,-271.951212704762,0.248944196911532
"56","segment_8305_8605","Longest ORF (Alan)",-153.380727083388,311.0857784911,48.1250790418263,-148.118272695519,302.903212057705,45.3158387832733
"57","segment_8938_9248","GC Content",105.007091620836,-205.661242065201,0.32590298444232,105.023602236792,-203.319931746311,0.325902980633218
"58","segment_8938_9248","Longest ORF",95.4201117180358,-186.487282259601,0.222420280672538,95.4212065217289,-184.115140316185,0.222420281050714
"59","segment_8938_9248","Percent of A",119.522823066682,-234.692704956894,0.36098614987359,120.179969749594,-233.632666771916,0.361323278899599
"60","segment_8938_9248","Longest ORF (Alan)",-112.412459255744,229.177859687959,46.3330240798055,-112.412424260564,231.552121248401,46.3330241050103
